tool,size,metric,run,value,unit,timestamp
rspack,xl-5000,M4,1,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,2,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,3,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,4,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,5,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,6,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,7,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,8,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,9,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,10,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,11,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,12,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,13,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,14,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,15,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,16,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,17,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,18,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,19,-1,ms,2026-09-11T23:51:50Z
rspack,xl-5000,M4,20,-1,ms,2026-09-11T23:51:50Z
